RootCAX22,RootCAX23,RootCOL00,RootRBOHD,RootCAX22|RootCAX23,RootCAX22|RootCOL00,RootCAX22|RootRBOHD,RootCAX23|RootCOL00,RootCAX23|RootRBOHD,RootCOL00|RootRBOHD,RootCAX22|RootCAX23|RootCOL00,RootCAX22|RootCAX23|RootRBOHD,RootCAX22|RootCOL00|RootRBOHD,RootCAX23|RootCOL00|RootRBOHD,RootCAX22|RootCAX23|RootCOL00|RootRBOHD
,AT2G38140.1,,,,,,,,,,,,,
,ATMG00020.1,,,,,,,,,,,,,
,ATMG01210.1,,,,,,,,,,,,,
,AT1G14520.1,,,,,,,,,,,,,
,AT1G55450.2,,,,,,,,,,,,,
,AT5G02180.1,,,,,,,,,,,,,
,AT2G05060.1,,,,,,,,,,,,,
,AT1G32550.2,,,,,,,,,,,,,
,AT4G23890.1,,,,,,,,,,,,,
,AT3G26510.5,,,,,,,,,,,,,
,AT1G10060.1,,,,,,,,,,,,,
,AT2G23590.1,,,,,,,,,,,,,
,AT3G26510.1,,,,,,,,,,,,,
,AT3G27925.1,,,,,,,,,,,,,
,AT1G68830.1,,,,,,,,,,,,,
,AT5G21930.2,,,,,,,,,,,,,
,ATMG01100.1,,,,,,,,,,,,,
,AT2G46810.1,,,,,,,,,,,,,
,ATMG00980.1,,,,,,,,,,,,,
,AT5G38660.1,,,,,,,,,,,,,
,AT3G04760.1,,,,,,,,,,,,,
,AT3G15190.1,,,,,,,,,,,,,
,AT3G46090.1,,,,,,,,,,,,,
,AT4G27600.1,,,,,,,,,,,,,
,AT1G58848.2,,,,,,,,,,,,,
,AT5G40950.1,,,,,,,,,,,,,
,AT2G04790.3,,,,,,,,,,,,,
,AT5G20250.1,,,,,,,,,,,,,
,ATMG01260.1,,,,,,,,,,,,,
,AT5G56550.1,,,,,,,,,,,,,
,AT5G20250.3,,,,,,,,,,,,,
,AT2G41340.1,,,,,,,,,,,,,
,AT5G20250.4,,,,,,,,,,,,,
,AT2G04790.2,,,,,,,,,,,,,
,ATMG00860.1,,,,,,,,,,,,,
,AT5G55740.1,,,,,,,,,,,,,
,AT1G10760.1,,,,,,,,,,,,,
,AT3G26510.4,,,,,,,,,,,,,
,AT3G26510.2,,,,,,,,,,,,,
,AT5G20250.2,,,,,,,,,,,,,
,AT1G50320.1,,,,,,,,,,,,,
,AT1G10060.2,,,,,,,,,,,,,
,AT3G18680.1,,,,,,,,,,,,,
,AT5G66520.1,,,,,,,,,,,,,
,AT2G25200.1,,,,,,,,,,,,,
,AT3G26510.3,,,,,,,,,,,,,
,ATMG01000.1,,,,,,,,,,,,,
,AT5G65220.1,,,,,,,,,,,,,
,AT4G04020.1,,,,,,,,,,,,,
,AT4G04692.1,,,,,,,,,,,,,
,AT4G33050.4,,,,,,,,,,,,,
,AT4G15545.1,,,,,,,,,,,,,
,ATMG01030.1,,,,,,,,,,,,,
,AT4G14040.1,,,,,,,,,,,,,
,AT2G11810.1,,,,,,,,,,,,,
,AT2G11810.2,,,,,,,,,,,,,
,AT4G33050.1,,,,,,,,,,,,,
,AT1G15990.1,,,,,,,,,,,,,
,AT5G52900.1,,,,,,,,,,,,,
,AT4G27190.1,,,,,,,,,,,,,
,AT4G33050.3,,,,,,,,,,,,,
,AT1G19720.1,,,,,,,,,,,,,
,AT2G26530.1,,,,,,,,,,,,,
,AT2G04700.1,,,,,,,,,,,,,
,AT5G59750.1,,,,,,,,,,,,,
,AT1G65486.2,,,,,,,,,,,,,
,AT5G61590.1,,,,,,,,,,,,,
,AT2G26530.2,,,,,,,,,,,,,
,AT5G59750.2,,,,,,,,,,,,,
,AT5G42650.1,,,,,,,,,,,,,
,AT4G34220.1,,,,,,,,,,,,,
,AT3G47340.3,,,,,,,,,,,,,
,AT4G33050.2,,,,,,,,,,,,,
,AT1G30520.1,,,,,,,,,,,,,
,AT4G34090.3,,,,,,,,,,,,,
,AT1G58848.1,,,,,,,,,,,,,
,AT2G17695.2,,,,,,,,,,,,,
,AT3G47340.2,,,,,,,,,,,,,
,AT4G04692.2,,,,,,,,,,,,,
,AT3G46490.1,,,,,,,,,,,,,
,AT2G17695.3,,,,,,,,,,,,,
,AT3G45860.1,,,,,,,,,,,,,
,AT2G40100.2,,,,,,,,,,,,,
,AT1G10657.4,,,,,,,,,,,,,
,AT1G54740.1,,,,,,,,,,,,,
,AT5G42070.1,,,,,,,,,,,,,
,AT2G20890.1,,,,,,,,,,,,,
,AT2G30170.1,,,,,,,,,,,,,
,AT1G54790.3,,,,,,,,,,,,,
,AT2G02070.1,,,,,,,,,,,,,
,AT3G47340.1,,,,,,,,,,,,,
,AT2G30170.2,,,,,,,,,,,,,
,AT2G21960.1,,,,,,,,,,,,,
,AT4G01915.3,,,,,,,,,,,,,
,AT5G59680.1,,,,,,,,,,,,,
,AT3G50750.1,,,,,,,,,,,,,
,AT4G02920.1,,,,,,,,,,,,,
,AT2G18328.1,,,,,,,,,,,,,
,AT2G44210.2,,,,,,,,,,,,,
,AT4G02920.2,,,,,,,,,,,,,
,AT1G07135.1,,,,,,,,,,,,,
,AT2G17695.1,,,,,,,,,,,,,
,AT4G18220.1,,,,,,,,,,,,,
,AT5G19140.1,,,,,,,,,,,,,
,AT3G05625.1,,,,,,,,,,,,,
,AT1G13820.1,,,,,,,,,,,,,
,AT4G27310.1,,,,,,,,,,,,,
,AT4G16690.1,,,,,,,,,,,,,
,AT4G12480.1,,,,,,,,,,,,,
,AT1G10657.1,,,,,,,,,,,,,
,ATMG01250.1,,,,,,,,,,,,,
,AT1G31540.1,,,,,,,,,,,,,
,AT1G10657.2,,,,,,,,,,,,,
,AT4G26370.1,,,,,,,,,,,,,
,AT5G19140.2,,,,,,,,,,,,,
,AT3G48730.1,,,,,,,,,,,,,
,AT4G10300.1,,,,,,,,,,,,,
,AT2G09900.1,,,,,,,,,,,,,
,AT1G07620.1,,,,,,,,,,,,,
,AT3G53980.2,,,,,,,,,,,,,
,AT5G43870.1,,,,,,,,,,,,,
,AT5G64840.1,,,,,,,,,,,,,
,AT2G04110.1,,,,,,,,,,,,,
,AT1G67865.1,,,,,,,,,,,,,
,AT3G06070.1,,,,,,,,,,,,,
,AT5G67030.1,,,,,,,,,,,,,
,AT5G07240.1,,,,,,,,,,,,,
,AT5G41761.1,,,,,,,,,,,,,
,AT5G67030.2,,,,,,,,,,,,,
,AT5G07700.1,,,,,,,,,,,,,
,AT2G23410.1,,,,,,,,,,,,,
,AT2G44210.1,,,,,,,,,,,,,
,AT5G49770.1,,,,,,,,,,,,,
,AT1G07010.1,,,,,,,,,,,,,
,AT3G53980.1,,,,,,,,,,,,,
,AT2G26250.1,,,,,,,,,,,,,
,AT2G29180.1,,,,,,,,,,,,,
,AT5G59080.1,,,,,,,,,,,,,
,AT3G24630.1,,,,,,,,,,,,,
,AT1G07010.2,,,,,,,,,,,,,
,ATCG00050.1,,,,,,,,,,,,,
,AT1G06090.1,,,,,,,,,,,,,
,AT4G23400.1,,,,,,,,,,,,,
,ATCG00380.1,,,,,,,,,,,,,
,AT4G01250.1,,,,,,,,,,,,,
,AT2G32500.1,,,,,,,,,,,,,
,AT2G47880.1,,,,,,,,,,,,,
,AT3G41761.1,,,,,,,,,,,,,
,AT3G25805.1,,,,,,,,,,,,,
,AT1G08540.1,,,,,,,,,,,,,
,AT3G20300.1,,,,,,,,,,,,,
,ATMG00970.1,,,,,,,,,,,,,
,AT1G65450.3,,,,,,,,,,,,,
,AT2G04842.1,,,,,,,,,,,,,
,AT3G50560.1,,,,,,,,,,,,,
,AT5G59250.1,,,,,,,,,,,,,
,AT4G23820.1,,,,,,,,,,,,,
,AT1G17100.1,,,,,,,,,,,,,
,AT2G37540.1,,,,,,,,,,,,,
,AT1G31920.1,,,,,,,,,,,,,
,AT1G63710.1,,,,,,,,,,,,,
,ATMG01110.1,,,,,,,,,,,,,
,AT1G76360.1,,,,,,,,,,,,,
,AT4G14890.1,,,,,,,,,,,,,
,AT4G02260.2,,,,,,,,,,,,,
,AT4G02260.1,,,,,,,,,,,,,
,AT1G05200.1,,,,,,,,,,,,,
,AT2G24645.1,,,,,,,,,,,,,
,AT3G12685.1,,,,,,,,,,,,,
,AT4G02260.3,,,,,,,,,,,,,
,ATMG00720.1,,,,,,,,,,,,,
,AT3G42047.1,,,,,,,,,,,,,
,AT4G34090.2,,,,,,,,,,,,,
,AT4G34090.1,,,,,,,,,,,,,
,AT1G05200.2,,,,,,,,,,,,,
,AT5G46580.1,,,,,,,,,,,,,
,AT1G60550.1,,,,,,,,,,,,,
,ATMG01050.1,,,,,,,,,,,,,
,AT5G51010.1,,,,,,,,,,,,,
,AT1G32550.1,,,,,,,,,,,,,
,AT1G17600.1,,,,,,,,,,,,,
,AT4G26370.2,,,,,,,,,,,,,
,ATMG00680.1,,,,,,,,,,,,,
,ATMG01190.1,,,,,,,,,,,,,
,AT3G15510.1,,,,,,,,,,,,,
,AT1G52190.1,,,,,,,,,,,,,
,AT1G22570.1,,,,,,,,,,,,,
,AT3G10420.2,,,,,,,,,,,,,
,ATCG00640.1,,,,,,,,,,,,,
,AT4G33070.1,,,,,,,,,,,,,
,AT2G04790.1,,,,,,,,,,,,,
,AT4G39330.2,,,,,,,,,,,,,
,AT1G10657.3,,,,,,,,,,,,,
,AT3G55040.1,,,,,,,,,,,,,
,AT4G39330.1,,,,,,,,,,,,,
,AT1G21910.1,,,,,,,,,,,,,
,AT5G64380.1,,,,,,,,,,,,,
,AT5G18030.1,,,,,,,,,,,,,
,AT1G64500.1,,,,,,,,,,,,,
,AT3G22060.1,,,,,,,,,,,,,
,AT3G44450.1,,,,,,,,,,,,,
,AT3G10420.1,,,,,,,,,,,,,
,AT5G64620.1,,,,,,,,,,,,,
,AT2G15880.1,,,,,,,,,,,,,
,AT4G34320.1,,,,,,,,,,,,,
,AT1G24070.1,,,,,,,,,,,,,
,AT5G17670.1,,,,,,,,,,,,,
,AT2G36990.1,,,,,,,,,,,,,
,AT1G11350.1,,,,,,,,,,,,,
,ATMG00990.1,,,,,,,,,,,,,
,AT1G51100.1,,,,,,,,,,,,,
,AT1G29700.1,,,,,,,,,,,,,
,AT4G13800.1,,,,,,,,,,,,,
,AT2G14580.1,,,,,,,,,,,,,
,AT1G72520.1,,,,,,,,,,,,,
,AT3G28040.1,,,,,,,,,,,,,
,AT1G02820.1,,,,,,,,,,,,,
,AT2G19650.1,,,,,,,,,,,,,
,AT5G21960.1,,,,,,,,,,,,,
,ATMG00960.1,,,,,,,,,,,,,
,AT5G53820.1,,,,,,,,,,,,,
,AT3G23880.1,,,,,,,,,,,,,
,AT5G62430.1,,,,,,,,,,,,,
,AT5G02710.1,,,,,,,,,,,,,
,ATMG00120.1,,,,,,,,,,,,,
,AT1G14700.2,,,,,,,,,,,,,
,AT1G14700.1,,,,,,,,,,,,,
,AT4G09420.1,,,,,,,,,,,,,
,AT1G69870.1,,,,,,,,,,,,,
,AT1G19740.1,,,,,,,,,,,,,
,AT2G14095.1,,,,,,,,,,,,,
,AT5G50450.1,,,,,,,,,,,,,
,AT1G59840.1,,,,,,,,,,,,,
,AT1G72450.1,,,,,,,,,,,,,
,AT2G41990.1,,,,,,,,,,,,,
,AT5G04360.1,,,,,,,,,,,,,
,AT1G20390.1,,,,,,,,,,,,,
,AT5G10760.1,,,,,,,,,,,,,
,AT5G18430.1,,,,,,,,,,,,,
,AT3G20820.1,,,,,,,,,,,,,
,AT1G63860.2,,,,,,,,,,,,,
,AT2G21020.1,,,,,,,,,,,,,
,AT5G49448.1,,,,,,,,,,,,,
,AT5G49450.1,,,,,,,,,,,,,
,AT4G13830.2,,,,,,,,,,,,,
,AT2G32610.1,,,,,,,,,,,,,
,AT5G42270.1,,,,,,,,,,,,,
,AT4G14070.1,,,,,,,,,,,,,
,AT2G35410.1,,,,,,,,,,,,,
,AT1G32160.1,,,,,,,,,,,,,
,AT3G44630.3,,,,,,,,,,,,,
,AT3G15110.1,,,,,,,,,,,,,
,ATMG00710.1,,,,,,,,,,,,,
,AT4G15510.1,,,,,,,,,,,,,
,AT1G73325.1,,,,,,,,,,,,,
,AT4G13560.1,,,,,,,,,,,,,
,AT4G32590.2,,,,,,,,,,,,,
,AT2G19800.1,,,,,,,,,,,,,
,ATMG01020.1,,,,,,,,,,,,,
,AT2G04790.4,,,,,,,,,,,,,
,AT4G32590.4,,,,,,,,,,,,,
,AT1G68040.1,,,,,,,,,,,,,
,AT1G10060.3,,,,,,,,,,,,,
,AT4G15510.2,,,,,,,,,,,,,
,AT1G21680.1,,,,,,,,,,,,,
,ATCG01110.1,,,,,,,,,,,,,
,AT1G65486.1,,,,,,,,,,,,,
,AT1G31540.2,,,,,,,,,,,,,
,AT4G32590.3,,,,,,,,,,,,,
,AT4G15510.3,,,,,,,,,,,,,
,AT5G52440.1,,,,,,,,,,,,,
,AT4G32590.1,,,,,,,,,,,,,
,AT4G13670.1,,,,,,,,,,,,,
,AT4G01080.1,,,,,,,,,,,,,
,AT3G47860.1,,,,,,,,,,,,,
,AT5G57660.1,,,,,,,,,,,,,
,AT2G28990.1,,,,,,,,,,,,,
,AT5G44260.1,,,,,,,,,,,,,
,AT4G28530.2,,,,,,,,,,,,,
,AT1G71695.1,,,,,,,,,,,,,
,AT2G36140.1,,,,,,,,,,,,,
,AT5G40000.1,,,,,,,,,,,,,
,AT1G01080.2,,,,,,,,,,,,,
,AT4G31877.1,,,,,,,,,,,,,
,AT1G01080.1,,,,,,,,,,,,,
,ATCG00390.1,,,,,,,,,,,,,
,AT2G16660.1,,,,,,,,,,,,,
,AT3G44630.1,,,,,,,,,,,,,
,AT3G48650.1,,,,,,,,,,,,,
,AT3G45050.1,,,,,,,,,,,,,
,AT3G44630.2,,,,,,,,,,,,,
,AT3G31990.1,,,,,,,,,,,,,
,AT4G04540.1,,,,,,,,,,,,,
,AT1G62262.1,,,,,,,,,,,,,
,AT1G42550.1,,,,,,,,,,,,,
,AT4G20240.1,,,,,,,,,,,,,
,AT1G47600.1,,,,,,,,,,,,,
,AT1G47600.2,,,,,,,,,,,,,
,AT3G45960.1,,,,,,,,,,,,,
,AT1G60260.1,,,,,,,,,,,,,
,AT4G30690.1,,,,,,,,,,,,,
,AT1G60060.1,,,,,,,,,,,,,
,AT2G06850.1,,,,,,,,,,,,,
,AT2G43440.1,,,,,,,,,,,,,
,AT5G57030.1,,,,,,,,,,,,,
,AT1G70260.1,,,,,,,,,,,,,
,AT1G61270.1,,,,,,,,,,,,,
,AT5G08280.1,,,,,,,,,,,,,
,AT5G05200.1,,,,,,,,,,,,,
,AT1G64355.1,,,,,,,,,,,,,
,AT5G65610.1,,,,,,,,,,,,,
,AT1G05140.1,,,,,,,,,,,,,
,AT1G18060.1,,,,,,,,,,,,,
,AT1G59700.1,,,,,,,,,,,,,
,AT1G63860.1,,,,,,,,,,,,,
,AT4G28530.1,,,,,,,,,,,,,
,AT1G73060.1,,,,,,,,,,,,,
,AT5G50920.1,,,,,,,,,,,,,
,AT1G26560.1,,,,,,,,,,,,,
,AT1G29450.1,,,,,,,,,,,,,
,AT5G39020.1,,,,,,,,,,,,,
,AT4G30950.1,,,,,,,,,,,,,
,AT5G54790.1,,,,,,,,,,,,,
,AT3G45050.2,,,,,,,,,,,,,
,AT1G29500.1,,,,,,,,,,,,,
,AT3G15356.1,,,,,,,,,,,,,
,AT2G23430.1,,,,,,,,,,,,,
,AT3G23550.1,,,,,,,,,,,,,
,AT5G13510.1,,,,,,,,,,,,,
,AT3G45960.2,,,,,,,,,,,,,
,AT4G11175.1,,,,,,,,,,,,,
,AT3G45050.3,,,,,,,,,,,,,
,AT3G19480.1,,,,,,,,,,,,,
,AT1G12800.1,,,,,,,,,,,,,
,AT1G11850.2,,,,,,,,,,,,,
,AT1G11850.1,,,,,,,,,,,,,
,AT1G11850.3,,,,,,,,,,,,,
,AT1G11850.4,,,,,,,,,,,,,
,AT4G19420.1,,,,,,,,,,,,,
,AT3G46710.1,,,,,,,,,,,,,
,AT4G12810.1,,,,,,,,,,,,,
,AT5G46220.1,,,,,,,,,,,,,
,AT2G07740.1,,,,,,,,,,,,,
,AT3G45050.4,,,,,,,,,,,,,
,ATMG00150.1,,,,,,,,,,,,,
,AT1G67280.2,,,,,,,,,,,,,
,AT4G22830.2,,,,,,,,,,,,,
,AT4G26850.1,,,,,,,,,,,,,
,AT1G69550.1,,,,,,,,,,,,,
,AT3G05600.1,,,,,,,,,,,,,
,AT1G78355.1,,,,,,,,,,,,,
,AT5G02720.1,,,,,,,,,,,,,
,AT2G02080.1,,,,,,,,,,,,,
,AT2G02080.2,,,,,,,,,,,,,
,AT3G08010.1,,,,,,,,,,,,,
,AT5G59030.1,,,,,,,,,,,,,
,AT4G31530.1,,,,,,,,,,,,,
,AT2G45600.1,,,,,,,,,,,,,
,AT1G16080.1,,,,,,,,,,,,,
,AT2G30600.5,,,,,,,,,,,,,
,AT4G13830.1,,,,,,,,,,,,,
,ATMG01160.1,,,,,,,,,,,,,
,AT1G69720.1,,,,,,,,,,,,,
,AT1G69720.2,,,,,,,,,,,,,
,AT4G31530.2,,,,,,,,,,,,,
,AT5G25840.1,,,,,,,,,,,,,
,AT2G30600.4,,,,,,,,,,,,,
,AT5G03880.1,,,,,,,,,,,,,
,AT2G37640.1,,,,,,,,,,,,,
,ATCG00780.1,,,,,,,,,,,,,
,AT2G30600.3,,,,,,,,,,,,,
,AT2G30600.2,,,,,,,,,,,,,
,AT1G12330.1,,,,,,,,,,,,,
,AT4G28025.1,,,,,,,,,,,,,
,AT3G15900.1,,,,,,,,,,,,,
,AT2G30600.1,,,,,,,,,,,,,
,AT3G51820.1,,,,,,,,,,,,,
,AT2G18150.1,,,,,,,,,,,,,
,AT2G38170.3,,,,,,,,,,,,,
,AT3G52840.1,,,,,,,,,,,,,
,AT5G11420.1,,,,,,,,,,,,,
,AT2G26020.1,,,,,,,,,,,,,
,AT5G56490.1,,,,,,,,,,,,,
,AT5G39860.1,,,,,,,,,,,,,
,ATCG00190.1,,,,,,,,,,,,,
,AT1G13270.1,,,,,,,,,,,,,
,AT1G54790.2,,,,,,,,,,,,,
,AT5G57800.1,,,,,,,,,,,,,
,AT4G22830.1,,,,,,,,,,,,,
,AT2G38170.1,,,,,,,,,,,,,
,AT1G64860.1,,,,,,,,,,,,,
,AT5G03940.1,,,,,,,,,,,,,
,AT1G02475.1,,,,,,,,,,,,,
,AT1G54790.1,,,,,,,,,,,,,
,AT1G64860.2,,,,,,,,,,,,,
,AT3G45260.1,,,,,,,,,,,,,
,AT1G05230.4,,,,,,,,,,,,,
,AT4G30690.2,,,,,,,,,,,,,
,AT2G38170.2,,,,,,,,,,,,,
,AT1G30390.1,,,,,,,,,,,,,
,AT1G22850.1,,,,,,,,,,,,,
,AT4G28025.2,,,,,,,,,,,,,
,AT4G37010.1,,,,,,,,,,,,,
,AT1G13270.2,,,,,,,,,,,,,
,AT4G11890.4,,,,,,,,,,,,,
,AT4G11890.1,,,,,,,,,,,,,
,AT4G11890.3,,,,,,,,,,,,,
,AT1G71480.1,,,,,,,,,,,,,
,AT5G13400.1,,,,,,,,,,,,,
,AT5G58140.1,,,,,,,,,,,,,
,AT5G58140.2,,,,,,,,,,,,,
,AT2G47750.1,,,,,,,,,,,,,
,AT2G23600.1,,,,,,,,,,,,,
,AT1G20810.1,,,,,,,,,,,,,
,AT1G05230.2,,,,,,,,,,,,,
,AT4G38160.1,,,,,,,,,,,,,
,AT4G38160.3,,,,,,,,,,,,,
,AT4G37010.2,,,,,,,,,,,,,
,AT4G33110.2,,,,,,,,,,,,,
,AT5G58140.3,,,,,,,,,,,,,
,AT1G19550.1,,,,,,,,,,,,,
,AT4G36250.1,,,,,,,,,,,,,
,AT1G49100.1,,,,,,,,,,,,,
,AT1G09500.1,,,,,,,,,,,,,
,AT4G19420.2,,,,,,,,,,,,,
,AT4G38160.2,,,,,,,,,,,,,
,ATCG01250.1,,,,,,,,,,,,,
,AT4G38850.1,,,,,,,,,,,,,
,AT1G15260.1,,,,,,,,,,,,,
,AT4G33000.3,,,,,,,,,,,,,
,ATMG00200.1,,,,,,,,,,,,,
,AT5G27390.1,,,,,,,,,,,,,
,AT1G67280.1,,,,,,,,,,,,,
,AT1G79850.1,,,,,,,,,,,,,
,AT1G15730.1,,,,,,,,,,,,,
,AT1G05230.3,,,,,,,,,,,,,
,AT3G16520.1,,,,,,,,,,,,,
,AT3G16520.3,,,,,,,,,,,,,
,AT5G21920.1,,,,,,,,,,,,,
,AT3G03820.1,,,,,,,,,,,,,
,AT1G44000.1,,,,,,,,,,,,,
,AT3G16520.2,,,,,,,,,,,,,
,AT3G21010.1,,,,,,,,,,,,,
,AT5G21920.2,,,,,,,,,,,,,
,ATMG00730.1,,,,,,,,,,,,,
,AT5G44650.1,,,,,,,,,,,,,
,AT1G05230.1,,,,,,,,,,,,,
,AT5G23870.3,,,,,,,,,,,,,
,AT4G33000.1,,,,,,,,,,,,,
,AT4G33000.2,,,,,,,,,,,,,
,AT1G09500.2,,,,,,,,,,,,,
,AT3G22142.1,,,,,,,,,,,,,
,AT5G23870.1,,,,,,,,,,,,,
,AT2G41680.1,,,,,,,,,,,,,
,AT1G64355.2,,,,,,,,,,,,,
,ATMG00280.1,,,,,,,,,,,,,
,AT1G33840.1,,,,,,,,,,,,,
,AT2G20170.1,,,,,,,,,,,,,
,AT1G76730.1,,,,,,,,,,,,,
,AT4G25170.1,,,,,,,,,,,,,
,AT4G36500.1,,,,,,,,,,,,,
,ATMG00130.1,,,,,,,,,,,,,
,AT4G23140.2,,,,,,,,,,,,,
,AT4G23140.1,,,,,,,,,,,,,
,AT5G28300.1,,,,,,,,,,,,,
,AT4G25170.2,,,,,,,,,,,,,
,AT5G23870.2,,,,,,,,,,,,,
,AT2G04080.1,,,,,,,,,,,,,
,AT5G27560.1,,,,,,,,,,,,,
,AT5G52570.2,,,,,,,,,,,,,
,AT1G08520.1,,,,,,,,,,,,,
,AT5G26742.3,,,,,,,,,,,,,
,AT5G26742.1,,,,,,,,,,,,,
,AT5G26742.2,,,,,,,,,,,,,
,AT1G60110.1,,,,,,,,,,,,,
,AT1G22370.1,,,,,,,,,,,,,
,AT2G32480.1,,,,,,,,,,,,,
,AT5G04200.1,,,,,,,,,,,,,
,AT1G16110.1,,,,,,,,,,,,,
,AT3G46810.1,,,,,,,,,,,,,
,AT1G11720.2,,,,,,,,,,,,,
,AT4G18210.1,,,,,,,,,,,,,
,AT4G01800.2,,,,,,,,,,,,,
,AT5G57180.3,,,,,,,,,,,,,
,AT1G44920.1,,,,,,,,,,,,,
,AT1G76955.1,,,,,,,,,,,,,
,AT4G19100.1,,,,,,,,,,,,,
,AT2G32480.2,,,,,,,,,,,,,
,AT2G32650.1,,,,,,,,,,,,,
,AT1G13260.1,,,,,,,,,,,,,
,AT5G57180.1,,,,,,,,,,,,,
,AT3G23410.1,,,,,,,,,,,,,
,AT2G32650.2,,,,,,,,,,,,,
,AT5G52570.1,,,,,,,,,,,,,
,AT2G22750.2,,,,,,,,,,,,,
,AT1G11720.1,,,,,,,,,,,,,
,AT1G22900.1,,,,,,,,,,,,,
,AT2G26340.1,,,,,,,,,,,,,
,AT1G08630.1,,,,,,,,,,,,,
,AT1G53490.1,,,,,,,,,,,,,
,AT2G32645.1,,,,,,,,,,,,,
,AT5G60270.1,,,,,,,,,,,,,
,AT1G47400.1,,,,,,,,,,,,,
,AT5G57180.2,,,,,,,,,,,,,
,AT2G24020.1,,,,,,,,,,,,,
,AT5G22920.1,,,,,,,,,,,,,
,AT5G57930.2,,,,,,,,,,,,,
,AT2G24020.2,,,,,,,,,,,,,
,AT5G57930.1,,,,,,,,,,,,,
,AT3G62740.1,,,,,,,,,,,,,
,AT1G57990.1,,,,,,,,,,,,,
,AT4G00895.1,,,,,,,,,,,,,
,AT4G01800.1,,,,,,,,,,,,,
,AT2G04270.3,,,,,,,,,,,,,
,AT2G01110.1,,,,,,,,,,,,,
,ATCG00370.1,,,,,,,,,,,,,
,AT2G30615.1,,,,,,,,,,,,,
,AT4G11890.2,,,,,,,,,,,,,
,AT1G21460.1,,,,,,,,,,,,,
,AT4G08880.1,,,,,,,,,,,,,
,AT4G01935.1,,,,,,,,,,,,,
,AT3G26900.1,,,,,,,,,,,,,
,AT5G13650.2,,,,,,,,,,,,,
,AT5G13650.1,,,,,,,,,,,,,
,AT2G32620.1,,,,,,,,,,,,,
,AT5G21222.1,,,,,,,,,,,,,
,AT4G15440.1,,,,,,,,,,,,,
,AT2G01021.1,,,,,,,,,,,,,
,AT5G38780.1,,,,,,,,,,,,,
,AT1G04620.1,,,,,,,,,,,,,
,AT1G73600.2,,,,,,,,,,,,,
,AT5G24930.1,,,,,,,,,,,,,
,AT4G37420.1,,,,,,,,,,,,,
,AT1G57980.1,,,,,,,,,,,,,
,AT1G62030.1,,,,,,,,,,,,,
,AT1G25560.1,,,,,,,,,,,,,
,AT1G73600.1,,,,,,,,,,,,,
,AT1G73602.1,,,,,,,,,,,,,
,ATCG00790.1,,,,,,,,,,,,,
,AT4G22700.1,,,,,,,,,,,,,
,AT3G57680.1,,,,,,,,,,,,,
,AT4G16915.1,,,,,,,,,,,,,
,AT2G30230.1,,,,,,,,,,,,,
,AT1G28660.2,,,,,,,,,,,,,
,AT1G04640.1,,,,,,,,,,,,,
,AT3G02690.1,,,,,,,,,,,,,
,AT2G26340.2,,,,,,,,,,,,,
,AT4G17740.1,,,,,,,,,,,,,
,AT4G12690.1,,,,,,,,,,,,,
,AT4G12690.2,,,,,,,,,,,,,
,AT5G17860.1,,,,,,,,,,,,,
,AT1G59840.2,,,,,,,,,,,,,
,AT5G07100.1,,,,,,,,,,,,,
,AT1G28660.1,,,,,,,,,,,,,
,AT1G70890.1,,,,,,,,,,,,,
,AT3G17930.1,,,,,,,,,,,,,
,AT4G22990.1,,,,,,,,,,,,,
,AT4G22990.2,,,,,,,,,,,,,
,AT1G08630.3,,,,,,,,,,,,,
,AT1G26230.1,,,,,,,,,,,,,
,AT4G08150.1,,,,,,,,,,,,,
,ATMG00140.1,,,,,,,,,,,,,
,AT3G29290.1,,,,,,,,,,,,,
,AT2G28305.1,,,,,,,,,,,,,
,AT1G32520.1,,,,,,,,,,,,,
,AT2G24860.1,,,,,,,,,,,,,
,AT2G06925.1,,,,,,,,,,,,,
,AT4G28250.1,,,,,,,,,,,,,
,AT4G28250.2,,,,,,,,,,,,,
,AT4G17740.2,,,,,,,,,,,,,
,AT5G16710.1,,,,,,,,,,,,,
,AT1G65260.1,,,,,,,,,,,,,
,AT1G08630.4,,,,,,,,,,,,,
,AT4G25650.1,,,,,,,,,,,,,
,AT4G38830.1,,,,,,,,,,,,,
,AT2G24060.1,,,,,,,,,,,,,
,AT4G28740.1,,,,,,,,,,,,,
,AT2G33180.1,,,,,,,,,,,,,
,AT1G16720.1,,,,,,,,,,,,,
,AT5G24155.1,,,,,,,,,,,,,
,AT2G09187.1,,,,,,,,,,,,,
,AT1G02660.1,,,,,,,,,,,,,
,AT1G11860.3,,,,,,,,,,,,,
,AT1G20310.1,,,,,,,,,,,,,
,AT2G36780.1,,,,,,,,,,,,,
,AT1G08630.2,,,,,,,,,,,,,
,AT5G07100.2,,,,,,,,,,,,,
,AT5G44020.1,,,,,,,,,,,,,
,AT5G57710.1,,,,,,,,,,,,,
,AT1G55490.1,,,,,,,,,,,,,
,AT1G55490.2,,,,,,,,,,,,,
,AT1G78830.1,,,,,,,,,,,,,
,AT1G04640.2,,,,,,,,,,,,,
,AT5G20140.2,,,,,,,,,,,,,
,AT1G11860.1,,,,,,,,,,,,,
,AT1G11860.2,,,,,,,,,,,,,
,AT3G06120.1,,,,,,,,,,,,,
,AT4G27990.1,,,,,,,,,,,,,
