gene,cell_type,tissue,source
AT5G55620,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G55730,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G55970,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G56870,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G57060,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G57150,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G57700,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G57710,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G57760,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G57887,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G59320,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G60400,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G62220,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G62470,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G63180,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G63410,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G64190,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G64330,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G64410,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G64770,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G65020,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G65683,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G65920,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT5G65925,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G01170,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G01370,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G02450,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G02660,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G02930,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G03130,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G03330,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G03600,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G03630,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G03680,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G04020,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G04940,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G05575,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G06430,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G06680,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G07370,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G07410,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G07590,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G07610,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G08360,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G08380,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G08540,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G08550,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G092001,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G09340,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G09500,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G09690,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G10500,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G10522,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G10585,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G10960,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G11750,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G11860,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G12090,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G12250,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G12610,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G12800,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G12900,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G13470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G13650,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G14150,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G14320,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G14450,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G14880,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G15010,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G15270,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G15690,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G15820,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G15930,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G16022,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G16080,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G16720,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G16730,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G16880,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G17050,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G17100,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G17220,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G17420,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G17430,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G17870,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G17880,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G18060,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G18730,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G19025,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G19210,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G19300,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G20020,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G20340,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G20810,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G21065,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G21250,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G21270,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G21500,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G21550,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G21670,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G21930,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G22140,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G22270,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G22590,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G22780,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G22810,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G23310,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G23740,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G25440,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G26470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G26840,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G26880,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G27050,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G27385,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G27435,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G27695,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G27700,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G27720,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G28150,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G28480,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G28760,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G29070,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G29330,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G29910,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G29920,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G30380,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G30880,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G31170,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G31330,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G31812,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G32060,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G32080,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G32460,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G32470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G32900,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G32990,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G33120,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G33140,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G33600,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G33810,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G34000,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G35680,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G36980,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G37130,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G42970,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G43160,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G43560,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G43670,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G44000,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G44575,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G45474,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G47128,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G47210,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G48030,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G48170,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G48350,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G48600,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G48830,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G49032,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G49140,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G49410,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G49975,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G49980,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G50250,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G50290,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G50320,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G50732,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G50900,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G51090,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G51200,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G51650,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G51780,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G52040,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G52220,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G52230,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G52300,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G52342,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G52590,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G52870,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G53560,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G53670,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G54500,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G54630,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G54780,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G55480,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G55670,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G55675,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G55960,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G56045,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G56060,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G56070,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G56200,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G56650,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G56660,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G57540,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G57660,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G57820,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G59860,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G60000,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G61470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G61520,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G62750,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G64230,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G64510,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G64680,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G64720,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G64750,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G64770,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G64950,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G65260,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G65290,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G65390,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G65470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G65490,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G65720,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G65800,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G65980,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G66090,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G66820,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G67090,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G67180,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G67320,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G67430,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G67700,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G67920,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G68010,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G68238,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G68520,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G68590,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G68660,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G68680,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G69160,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G69260,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G69620,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G69770,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G70350,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G70760,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G70820,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G70985,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G71000,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G71500,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G71950,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G72020,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G72610,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G72645,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G72680,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G72900,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G73060,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G73230,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G73325,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G73510,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G74270,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G74430,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G74440,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G74470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G74730,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G74880,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G74970,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G75350,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G75630,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G75690,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G75750,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G75945,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G76080,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G76170,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G76200,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G76650,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G76860,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G77710,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G77940,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G78630,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G79040,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G79075,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G79600,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G80190,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT1G80380,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G01090,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G01110,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G01250,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G01590,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G01918,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G03870,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G04039,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G04690,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G04700,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G05070,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G05100,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G05310,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G05620,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G06520,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G09990,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G10940,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G13360,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G14285,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G14560,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G15020,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G15620,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G17240,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G17695,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G18020,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G19730,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G19790,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G20260,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G20490,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G20560,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G20880,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G20980,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G21170,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G21210,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G21290,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G21330,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G21580,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G21790,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G22500,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G23090,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G23600,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G23670,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G23930,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G24090,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G24395,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G24490,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G24970,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G25080,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G25210,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G25510,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G26080,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G26500,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G26560,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G26975,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G27170,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G27290,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G27530,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G28400,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G28430,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G28740,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G29170,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G29180,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G29290,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G29310,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G29460,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G29570,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G29630,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G29680,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G30020,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G30140,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G30420,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G30520,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G30570,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G30950,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G31490,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G32060,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G32090,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G32120,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G32180,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G32500,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G32650,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G33370,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G33450,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G34420,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G34430,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G34460,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G34480,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G35070,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G35260,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G35290,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G35370,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G35410,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G35830,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G36145,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G36160,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G36220,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G36620,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G36800,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G36835,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G36885,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G36895,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G37220,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G37270,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G37470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G37600,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G37660,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G37770,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G38040,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G38140,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G38230,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G38240,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G38810,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G39030,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G39460,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G39470,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G39500,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G39650,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G39730,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G40100,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G40140,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G40205,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G40510,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G40590,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G40750,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G42260,leaf mesophyll,shoot,PCMDB:SingleCellSeq
AT2G42750,leaf mesophyll,shoot,PCMDB:SingleCellSeq
