Up Shoot,Down Shoot,Up Root,Down Root,Up Shoot|Up Root,Up Shoot|Down Root,Down Shoot|Up Root,Down Shoot|Down Root
,,AT5G26270.1,AT1G01580.1,,,,
,,AT1G70890.1,AT4G16460.3,,,,
,,AT3G59060.3,AT4G16460.2,,,,
,,AT3G56220.1,AT4G15490.1,,,,
,,AT4G01533.1,AT1G58807.1,,,,
,,AT3G17510.1,AT3G28230.1,,,,
,,AT2G30570.1,AT3G28230.2,,,,
,,AT3G09020.1,AT1G73220.1,,,,
,,AT1G76210.1,AT4G36110.1,,,,
,,AT4G10340.1,AT5G45113.1,,,,
,,AT1G16930.1,AT5G10180.1,,,,
,,AT2G35710.1,AT5G46610.1,,,,
,,AT4G02770.1,AT5G46610.2,,,,
,,AT5G13940.1,AT1G48000.1,,,,
,,AT2G07672.1,AT2G19770.1,,,,
,,AT1G12610.1,AT1G21320.2,,,,
,,AT3G45093.1,AT4G24204.2,,,,
,,AT1G74880.1,AT2G39510.1,,,,
,,AT2G07743.1,AT1G59030.1,,,,
,,AT1G05570.2,AT1G44010.1,,,,
,,AT1G08670.1,AT4G00390.1,,,,
,,AT3G60700.1,AT4G11340.1,,,,
,,AT1G05570.1,AT2G23270.1,,,,
,,AT5G26270.2,AT3G30843.1,,,,
,,AT3G61060.1,AT3G42174.1,,,,
,,AT3G61060.2,AT5G63350.1,,,,
,,AT4G21210.1,AT2G16810.1,,,,
,,AT2G07684.1,AT4G25200.1,,,,
,,AT5G26280.1,AT1G11920.1,,,,
,,AT5G14120.1,AT1G66090.1,,,,
,,AT1G50560.1,AT1G74810.1,,,,
,,AT5G53520.1,AT5G24080.1,,,,
,,AT2G07745.1,AT2G30680.1,,,,
,,AT5G26280.2,AT4G04560.1,,,,
,,AT1G33100.1,AT5G16960.1,,,,
,,AT2G01940.1,AT4G24204.1,,,,
,,AT5G02090.1,AT4G24204.3,,,,
,,AT5G57785.1,AT5G07330.1,,,,
,,AT5G56870.1,AT1G48325.1,,,,
,,AT1G64380.1,AT2G27535.1,,,,
,,AT2G28056.1,AT5G39110.1,,,,
,,AT2G07673.1,AT4G19690.2,,,,
,,AT4G21210.2,AT4G19925.1,,,,
,,AT2G01940.3,AT4G19690.1,,,,
,,AT1G48500.3,AT1G15610.1,,,,
,,AT3G62270.1,AT5G43450.1,,,,
,,AT1G51880.1,AT2G29470.1,,,,
,,AT4G37620.1,AT4G35010.1,,,,
,,AT2G38760.1,AT3G49520.1,,,,
,,AT5G07990.1,AT2G02010.1,,,,
,,AT2G38510.1,AT3G27950.1,,,,
,,AT4G02380.2,AT2G31420.1,,,,
,,AT4G02380.1,AT1G64070.1,,,,
,,AT1G47760.1,AT2G47040.1,,,,
,,AT4G25090.1,AT3G19615.1,,,,
,,AT3G59060.2,AT2G19900.1,,,,
,,AT3G59060.4,AT3G42090.1,,,,
,,AT1G52220.1,AT2G45550.1,,,,
,,AT1G52220.2,AT1G15610.2,,,,
,,AT1G49310.1,AT4G34770.1,,,,
,,AT3G15115.1,AT3G42383.1,,,,
,,AT2G28110.1,AT3G42220.1,,,,
,,ATCG00630.1,AT5G19890.1,,,,
,,AT4G33790.1,AT3G42086.1,,,,
,,AT2G04790.3,AT3G42100.1,,,,
,,AT5G52320.1,AT3G42550.1,,,,
,,AT1G14150.1,AT5G64110.1,,,,
,,AT2G05520.4,AT3G42186.1,,,,
,,AT3G25655.1,AT3G42434.1,,,,
,,AT2G05520.6,AT3G42155.1,,,,
,,AT2G05520.1,AT3G42057.1,,,,
,,AT2G04790.2,AT3G42054.1,,,,
,,AT1G48500.2,AT1G52440.1,,,,
,,AT2G39490.1,AT1G66780.1,,,,
,,AT2G05520.3,AT2G41730.1,,,,
,,AT5G38970.2,AT4G21020.1,,,,
,,AT5G46090.1,AT2G05500.1,,,,
,,AT3G21055.1,AT3G42181.1,,,,
,,AT2G15370.1,AT3G42203.1,,,,
,,AT4G32460.2,AT3G42206.1,,,,
,,AT5G55250.1,AT3G42230.1,,,,
,,AT5G05320.1,AT3G42233.1,,,,
,,AT2G28605.1,AT3G42250.1,,,,
,,AT1G48500.1,AT3G42251.1,,,,
,,AT1G09155.1,AT3G42252.1,,,,
,,AT5G02160.1,AT3G42160.1,,,,
,,AT2G07681.1,AT1G55035.1,,,,
,,AT4G25090.2,AT3G42353.1,,,,
,,AT5G38970.1,AT3G42545.1,,,,
,,AT4G25940.1,AT3G42130.1,,,,
,,AT2G28160.1,AT3G42245.1,,,,
,,AT2G39730.3,AT3G42178.1,,,,
,,AT5G38970.3,AT3G42179.1,,,,
,,AT3G05900.1,AT3G42236.1,,,,
,,AT3G26040.1,AT3G42065.1,,,,
,,AT1G65850.2,AT3G42115.1,,,,
,,AT2G39730.2,AT3G42120.1,,,,
,,AT4G32460.1,AT3G42200.1,,,,
,,AT1G65940.1,AT3G42148.1,,,,
,,AT2G39730.1,AT3G42182.1,,,,
,,AT4G30120.1,AT3G42080.1,,,,
,,AT5G65925.1,AT4G18990.1,,,,
,,AT4G33810.1,AT3G42140.1,,,,
,,AT1G23090.1,AT3G42083.1,,,,
,,AT3G02610.1,AT3G42240.1,,,,
,,AT2G05520.5,AT3G42253.1,,,,
,,AT4G21280.2,AT3G42257.1,,,,
,,AT4G21280.1,AT3G42258.1,,,,
,,AT1G79040.1,AT3G42270.1,,,,
,,AT5G55250.2,AT3G42305.1,,,,
,,AT1G30455.1,AT3G42313.1,,,,
,,AT2G06925.1,AT3G42316.1,,,,
,,AT3G59060.1,AT3G42356.1,,,,
,,AT4G04750.1,AT3G42420.1,,,,
,,AT3G48940.1,AT3G42432.1,,,,
,,AT2G22620.1,AT3G42433.1,,,,
,,AT3G05905.1,AT3G42438.1,,,,
,,AT5G07680.1,AT3G42470.1,,,,
,,AT2G22000.1,AT3G42471.1,,,,
,,AT5G42250.1,AT3G42472.1,,,,
,,AT4G15270.1,AT3G42474.1,,,,
,,AT3G30720.1,AT3G42475.1,,,,
,,AT5G41410.1,AT3G42476.1,,,,
,,AT4G23870.1,AT3G42478.1,,,,
,,AT1G78970.2,AT3G42480.1,,,,
,,AT5G44020.1,AT3G42535.1,,,,
,,AT1G76360.1,AT3G42542.1,,,,
,,AT5G07680.2,AT3G42256.1,,,,
,,AT3G54340.1,AT3G42380.1,,,,
,,AT5G66052.1,AT3G42466.1,,,,
,,AT2G21540.1,AT3G42110.1,,,,
,,AT1G65850.1,AT4G31330.1,,,,
,,AT1G30370.1,AT3G42360.1,,,,
,,AT3G06070.1,AT3G42255.1,,,,
,,AT5G59590.1,AT3G42445.1,,,,
,,AT5G64620.1,AT3G42260.1,,,,
,,ATCG00020.1,AT3G42070.1,,,,
,,AT1G62370.1,AT3G42431.1,,,,
,,AT1G52190.1,AT3G42280.1,,,,
,,AT2G21540.2,AT4G31380.1,,,,
,,AT3G22460.1,AT3G42190.1,,,,
,,AT5G44130.1,AT3G42060.1,,,,
,,ATMG01220.1,AT3G42385.1,,,,
,,AT1G73280.1,AT3G42254.1,,,,
,,AT1G51850.1,AT3G42390.1,,,,
,,AT5G06980.2,AT3G42440.1,,,,
,,AT2G26500.2,AT3G42473.1,,,,
,,AT2G22620.2,AT3G42490.1,,,,
,,AT1G65190.1,AT3G42510.1,,,,
,,AT2G26500.3,AT3G42520.1,,,,
,,AT1G78970.1,AT3G42350.1,,,,
,,AT5G06980.1,AT3G42430.1,,,,
,,AT5G35630.2,AT3G42436.1,,,,
,,AT5G35630.3,AT3G42450.1,,,,
,,AT5G35630.1,AT3G42500.1,,,,
,,AT1G80830.1,AT3G42310.1,,,,
,,AT2G21540.3,AT3G42300.1,,,,
,,AT2G01940.2,AT3G42330.1,,,,
,,AT2G26500.1,AT3G42340.1,,,,
,,AT1G53830.1,AT3G42460.1,,,,
,,AT2G05520.2,AT3G42386.1,,,,
,,AT3G16220.1,AT2G29460.1,,,,
,,AT1G50520.1,AT1G17180.1,,,,
,,AT1G18382.1,AT2G19500.1,,,,
,,AT1G52220.3,AT3G42540.1,,,,
,,AT3G54310.1,AT3G42320.1,,,,
,,AT2G04090.1,AT3G42290.1,,,,
,,AT3G13400.1,AT3G42400.1,,,,
,,AT1G05835.1,AT1G18970.1,,,,
,,AT2G16750.1,AT3G42410.1,,,,
,,AT5G06980.4,AT4G20510.1,,,,
,,AT5G06980.3,AT1G21540.1,,,,
,,AT2G28560.2,AT3G42530.1,,,,
,,AT1G71030.1,AT2G04066.1,,,,
,,AT2G20180.1,AT1G59359.1,,,,
,,AT1G62280.1,AT4G23560.1,,,,
,,AT3G56230.1,AT5G52390.1,,,,
,,AT1G02575.1,AT1G64160.1,,,,
,,AT4G30640.1,AT5G13370.1,,,,
,,AT3G52535.1,AT3G03670.1,,,,
,,AT2G35710.2,AT3G21781.1,,,,
,,AT5G45220.1,AT1G68750.1,,,,
,,AT5G64040.1,AT2G16730.1,,,,
,,AT2G02610.1,AT1G24880.2,,,,
,,AT5G40330.1,AT2G36770.1,,,,
,,AT1G74430.1,AT5G56960.1,,,,
,,AT1G13430.1,AT5G48175.1,,,,
,,AT1G23200.1,AT3G21500.2,,,,
,,AT5G64040.2,AT3G21500.1,,,,
,,AT3G54490.1,AT3G16432.1,,,,
,,AT5G42930.1,AT3G11160.1,,,,
,,AT1G22160.1,AT4G17718.1,,,,
,,AT3G25930.1,AT3G16360.2,,,,
,,AT2G42247.1,AT2G15490.3,,,,
,,AT3G59130.1,AT1G65485.1,,,,
,,AT5G24735.1,AT2G15490.1,,,,
,,AT2G20180.2,AT3G27250.1,,,,
,,AT1G27670.1,AT3G11980.1,,,,
,,AT3G16690.1,AT2G15490.2,,,,
,,AT1G58602.1,AT1G03790.1,,,,
,,AT2G28560.3,AT1G05680.1,,,,
,,AT5G60530.1,AT1G52690.1,,,,
,,AT5G22550.1,AT1G52690.2,,,,
,,AT2G04790.4,AT5G16980.1,,,,
,,AT4G01525.1,AT4G01980.1,,,,
,,AT4G38690.1,AT4G15370.1,,,,
,,AT1G01180.1,AT3G16360.1,,,,
,,AT5G43740.1,AT4G20370.1,,,,
,,AT3G14415.3,AT4G00872.1,,,,
,,AT3G14415.1,AT1G63560.1,,,,
,,AT3G14415.2,AT3G60470.1,,,,
,,AT5G48290.1,AT5G16980.2,,,,
,,AT1G34315.1,AT3G15500.1,,,,
,,AT1G63380.2,AT5G39120.1,,,,
,,AT5G43740.2,AT1G36630.1,,,,
,,AT2G23630.1,AT3G54530.2,,,,
,,AT3G49930.1,AT1G48130.1,,,,
,,AT4G09300.1,AT3G25715.1,,,,
,,AT5G22550.2,AT3G48510.1,,,,
,,AT2G44840.1,AT1G53620.1,,,,
,,AT4G32650.1,AT3G11680.1,,,,
,,AT4G32650.3,AT3G54530.1,,,,
,,AT4G23515.1,AT5G62160.1,,,,
,,AT4G32650.2,AT1G65483.2,,,,
,,AT1G69900.1,AT3G01345.1,,,,
,,AT5G22430.1,AT3G17060.1,,,,
,,AT3G47710.1,AT1G24880.3,,,,
,,AT3G50120.1,AT3G54070.1,,,,
,,AT3G29430.1,AT1G04370.1,,,,
,,AT5G48290.2,AT5G26120.1,,,,
,,AT1G78390.1,AT4G13554.1,,,,
,,AT5G65800.1,AT5G61730.1,,,,
,,AT5G58260.1,AT2G33270.1,,,,
,,AT2G28460.1,AT3G54940.2,,,,
,,AT1G76240.1,AT5G20750.1,,,,
,,AT2G42380.1,AT1G73120.1,,,,
,,AT1G13970.1,AT2G37870.1,,,,
,,AT2G26410.1,AT2G46190.1,,,,
,,AT3G59370.1,AT3G11920.1,,,,
,,AT2G42380.2,AT2G15500.1,,,,
,,AT2G37450.1,AT3G61290.1,,,,
,,AT1G72416.1,AT2G17850.1,,,,
,,AT5G58260.2,AT2G37810.1,,,,
,,AT4G25050.1,AT5G61890.1,,,,
,,ATMG00180.1,AT1G58725.1,,,,
,,AT3G09790.1,AT1G58766.1,,,,
,,AT1G72416.2,AT1G22210.1,,,,
,,AT1G78260.1,AT3G60270.1,,,,
,,AT2G45660.1,AT3G20360.1,,,,
,,AT1G72416.4,AT2G43580.1,,,,
,,AT2G47400.1,AT4G15310.1,,,,
,,AT1G63180.1,AT1G24822.1,,,,
,,AT5G25020.1,AT5G24640.1,,,,
,,AT2G20080.2,AT2G37770.2,,,,
,,AT4G16860.1,AT2G37770.1,,,,
,,AT4G25050.2,AT3G44470.2,,,,
,,AT1G49500.1,AT1G24879.1,,,,
,,AT3G52535.2,AT5G62627.1,,,,
,,AT1G72416.5,AT1G65483.1,,,,
,,AT4G17600.1,AT1G49570.1,,,,
,,AT1G78260.2,AT5G52300.1,,,,
,,AT3G20950.1,AT5G52300.2,,,,
,,AT4G30140.1,AT1G52343.1,,,,
,,AT2G25680.1,AT1G30710.1,,,,
,,AT5G54230.1,AT5G07410.1,,,,
,,AT1G58602.2,AT1G55230.1,,,,
,,AT2G37450.2,AT3G60420.1,,,,
,,AT3G63140.1,AT2G04063.1,,,,
,,AT2G39420.1,AT3G11310.1,,,,
,,AT3G51410.1,AT1G02790.1,,,,
,,AT4G10770.1,AT1G36240.1,,,,
,,AT1G30750.1,AT5G09570.1,,,,
,,AT4G29610.1,AT3G60420.2,,,,
,,AT3G28170.1,AT5G22300.1,,,,
,,AT5G59930.1,AT5G45105.2,,,,
,,AT1G72416.3,AT5G45105.1,,,,
,,AT3G24020.1,AT3G21720.1,,,,
,,AT1G08990.1,AT4G27140.1,,,,
,,AT1G61480.1,AT2G06660.1,,,,
,,AT3G45080.1,AT3G26200.1,,,,
,,AT3G28160.1,AT2G18180.1,,,,
,,AT4G23590.1,AT4G20520.1,,,,
,,AT3G46130.2,AT5G28520.1,,,,
,,AT2G17890.1,AT5G66400.1,,,,
,,AT5G46270.1,AT5G66400.2,,,,
,,AT3G46130.1,AT2G43510.1,,,,
,,AT5G45340.1,AT5G06500.1,,,,
,,AT3G61430.1,AT2G15940.1,,,,
,,AT3G61430.2,AT5G07310.1,,,,
,,AT5G19230.1,AT3G47380.1,,,,
,,AT1G65985.1,AT1G24851.1,,,,
,,AT2G20180.3,AT2G29220.1,,,,
,,AT3G46130.3,AT1G05650.1,,,,
,,AT2G39410.1,AT1G62420.1,,,,
,,AT1G26360.1,AT2G30670.1,,,,
,,AT1G34040.1,AT1G24220.1,,,,
,,AT1G61360.2,AT2G46494.1,,,,
,,AT2G11280.1,AT3G24510.1,,,,
,,AT5G20250.4,AT4G37710.1,,,,
,,AT5G20250.3,AT5G23790.1,,,,
,,AT1G30110.2,AT3G17520.1,,,,
,,AT5G42500.1,AT5G25600.1,,,,
,,AT2G20080.1,AT3G07850.1,,,,
,,AT4G35030.3,AT4G11030.1,,,,
,,AT5G20250.1,AT4G20650.1,,,,
,,AT2G22460.1,AT5G23990.1,,,,
,,AT5G20250.2,AT3G11165.1,,,,
,,AT1G68010.2,AT4G32950.1,,,,
,,AT1G75690.1,AT2G43890.1,,,,
,,AT1G78230.1,AT1G24967.1,,,,
,,AT3G61300.1,AT3G12900.1,,,,
,,AT5G45340.2,AT2G04460.1,,,,
,,AT1G80320.1,AT4G15360.1,,,,
,,AT1G24020.1,AT5G52400.1,,,,
,,AT3G24420.1,AT1G24881.1,,,,
,,ATCG00680.1,AT4G16550.1,,,,
,,AT3G46130.4,AT1G24938.1,,,,
,,AT1G12845.1,AT5G25960.1,,,,
,,AT4G28890.1,AT2G01800.1,,,,
,,AT3G48400.1,AT1G18240.1,,,,
,,AT2G46820.1,AT4G11180.1,,,,
,,AT1G30110.1,AT1G52680.1,,,,
,,AT3G24750.1,AT3G60780.1,,,,
,,AT1G25440.1,AT2G31425.1,,,,
,,AT1G24020.2,AT4G13080.1,,,,
,,AT2G46820.2,AT4G18815.1,,,,
,,AT1G31935.1,AT1G11610.1,,,,
,,AT1G68010.1,AT5G22490.1,,,,
,,AT1G17300.1,AT1G22015.1,,,,
,,AT4G19170.1,AT5G55131.1,,,,
,,AT2G29750.1,AT5G50136.1,,,,
,,AT1G49390.1,AT5G25430.1,,,,
,,AT1G71710.2,AT2G16180.1,,,,
,,AT5G61260.1,AT4G20810.1,,,,
,,AT2G01430.1,AT3G44090.1,,,,
,,AT3G04060.1,AT2G30810.1,,,,
,,AT4G09432.1,AT3G61040.1,,,,
,,AT2G01900.1,AT3G27810.1,,,,
,,AT3G56730.1,AT1G11610.2,,,,
,,AT4G35030.2,AT5G62162.1,,,,
,,AT3G20960.1,AT2G02030.1,,,,
,,AT1G33055.1,AT3G07840.1,,,,
,,AT1G26970.1,AT5G01440.1,,,,
,,AT4G35030.1,AT3G52010.1,,,,
,,AT5G10280.1,AT3G11825.1,,,,
,,AT1G52790.1,AT1G24909.1,,,,
,,AT1G69570.1,AT3G44080.1,,,,
,,AT5G24900.1,AT5G18085.1,,,,
,,AT2G43445.1,AT5G55565.1,,,,
,,AT3G58850.1,AT3G60420.3,,,,
,,AT3G27170.1,AT5G55132.1,,,,
,,AT3G16175.1,AT2G41810.1,,,,
,,AT2G35210.1,AT5G24440.1,,,,
,,AT1G42970.1,AT2G42470.1,,,,
,,AT2G35210.2,AT3G61035.1,,,,
,,ATCG00210.1,AT1G35650.1,,,,
,,AT2G04025.1,AT4G20680.1,,,,
,,AT1G17030.1,AT4G20710.1,,,,
,,AT5G03380.1,AT3G43990.1,,,,
,,AT3G28380.1,AT2G28580.1,,,,
,,AT2G28100.1,AT1G48095.1,,,,
,,AT1G15820.1,AT1G61563.1,,,,
,,AT1G60610.3,AT3G60120.1,,,,
,,AT1G16170.1,AT3G29750.1,,,,
,,AT1G60610.2,AT3G59180.1,,,,
,,AT3G52450.1,AT4G12960.1,,,,
,,AT1G69572.1,AT4G12960.2,,,,
,,AT5G46110.3,AT3G28007.1,,,,
,,AT1G72200.1,AT5G36680.1,,,,
,,AT2G47930.1,AT5G36690.1,,,,
,,AT5G11670.1,AT5G22420.1,,,,
,,AT1G15640.1,AT1G22120.1,,,,
,,AT3G27095.1,AT1G52120.1,,,,
,,AT1G22740.1,AT4G20200.1,,,,
,,AT3G42800.1,AT2G39540.1,,,,
,,AT3G03650.1,AT4G31830.1,,,,
,,AT1G03010.1,AT3G59260.1,,,,
,,AT5G46110.1,AT3G11673.1,,,,
,,AT5G46110.2,AT1G25886.1,,,,
,,AT5G46110.4,AT3G16550.1,,,,
,,AT1G66440.1,AT3G44470.1,,,,
,,AT1G61590.1,AT1G48980.1,,,,
,,AT5G26300.1,AT1G48980.2,,,,
,,AT2G27360.1,AT1G48980.3,,,,
,,AT1G71710.1,AT1G48980.4,,,,
,,AT1G23760.1,AT5G58180.1,,,,
,,AT2G02950.1,AT5G58180.2,,,,
,,AT3G53420.1,AT4G23370.1,,,,
,,AT3G53420.2,AT5G39140.1,,,,
,,AT1G60610.1,AT5G36700.3,,,,
,,AT5G26660.1,AT3G26190.1,,,,
,,AT5G03380.2,AT5G36700.1,,,,
,,AT4G35380.1,AT2G30650.1,,,,
,,AT3G21260.3,AT5G36700.2,,,,
,,AT1G56630.1,AT5G36700.4,,,,
,,AT4G36500.1,AT4G20530.1,,,,
,,ATCG00280.1,AT4G20540.1,,,,
,,AT2G32300.1,AT4G20550.1,,,,
,,AT5G61590.1,AT4G20560.1,,,,
,,AT5G37210.1,AT4G20570.1,,,,
,,AT2G19970.1,AT4G20580.1,,,,
,,AT1G26680.1,AT4G20590.1,,,,
,,AT1G71740.1,AT4G20600.1,,,,
,,AT4G13580.1,AT4G20610.1,,,,
,,AT4G33310.1,AT4G20620.1,,,,
,,AT2G07675.1,AT4G20630.1,,,,
,,AT1G44575.1,AT4G20640.1,,,,
,,AT1G70885.1,AT3G61030.1,,,,
,,AT5G58680.1,AT3G11300.1,,,,
,,AT4G16870.1,AT4G16560.1,,,,
,,AT4G18425.1,AT1G11925.1,,,,
,,AT2G27370.1,AT1G25083.1,,,,
,,AT3G23180.1,AT3G48640.1,,,,
,,AT2G31730.1,AT2G04060.1,,,,
,,AT3G55800.1,,,,,
,,AT2G33990.1,,,,,
,,AT2G39040.1,,,,,
,,AT5G38710.1,,,,,
,,AT4G23020.1,,,,,
,,AT5G06800.1,,,,,
,,AT4G23020.2,,,,,
,,AT1G44575.2,,,,,
,,AT1G23060.2,,,,,
,,AT2G29740.1,,,,,
,,AT4G11460.1,,,,,
,,AT1G15890.1,,,,,
,,AT1G80325.2,,,,,
,,AT1G17190.1,,,,,
,,AT3G45390.1,,,,,
,,ATCG00550.1,,,,,
,,AT2G35830.2,,,,,
,,AT5G55650.1,,,,,
,,AT2G35830.1,,,,,
,,AT4G35060.1,,,,,
,,AT1G29670.1,,,,,
,,AT5G10430.1,,,,,
,,AT1G80440.1,,,,,
,,AT1G17060.1,,,,,
,,AT3G53210.1,,,,,
,,AT1G69526.1,,,,,
,,AT3G56730.2,,,,,
,,AT2G36100.1,,,,,
,,AT5G21100.1,,,,,
,,ATCG00270.1,,,,,
,,AT1G62780.1,,,,,
,,AT5G51160.1,,,,,
,,AT4G21230.1,,,,,
,,AT4G02180.1,,,,,
,,AT2G38790.1,,,,,
,,AT5G06800.2,,,,,
,,AT4G33740.3,,,,,
,,AT2G24240.1,,,,,
,,AT2G28105.1,,,,,
,,AT3G55330.1,,,,,
,,AT3G24715.1,,,,,
,,AT2G20510.1,,,,,
,,AT3G32980.1,,,,,
,,AT1G58561.1,,,,,
,,AT2G21880.1,,,,,
,,AT3G46400.1,,,,,
,,AT1G17960.1,,,,,
,,AT2G25220.2,,,,,
,,AT2G28670.1,,,,,
,,AT5G67390.1,,,,,
,,AT2G28670.2,,,,,
,,AT5G67390.2,,,,,
,,AT2G28671.1,,,,,
,,AT4G15233.1,,,,,
,,AT3G05920.1,,,,,
,,AT5G49360.1,,,,,
,,AT2G21330.3,,,,,
,,AT1G72510.2,,,,,
,,AT5G01530.1,,,,,
,,AT1G75780.1,,,,,
,,AT1G38065.1,,,,,
,,AT3G26520.1,,,,,
,,AT3G51660.1,,,,,
,,AT3G12320.1,,,,,
,,AT2G21880.2,,,,,
,,AT2G26710.1,,,,,
,,AT3G48115.1,,,,,
,,AT3G03000.1,,,,,
,,AT2G46790.2,,,,,
,,AT2G31070.1,,,,,
,,AT5G42010.1,,,,,
,,AT5G04140.2,,,,,
,,AT3G25510.1,,,,,
,,AT5G65340.1,,,,,
,,AT2G46790.1,,,,,
,,AT3G09940.1,,,,,
,,AT2G21330.1,,,,,
,,AT3G09940.2,,,,,
,,AT2G21330.2,,,,,
,,AT2G43050.1,,,,,
,,AT2G25220.1,,,,,
,,AT1G76080.1,,,,,
,,AT5G36180.1,,,,,
,,AT1G62480.1,,,,,
,,AT4G22233.1,,,,,
,,AT5G04140.1,,,,,
,,AT5G20110.1,,,,,
,,AT1G22550.1,,,,,
,,AT4G36380.1,,,,,
,,AT3G20820.1,,,,,
,,AT4G03280.1,,,,,
,,AT4G05590.2,,,,,
,,AT2G18650.1,,,,,
,,AT1G72510.1,,,,,
,,AT4G12330.1,,,,,
,,AT2G31920.1,,,,,
,,AT5G11540.1,,,,,
,,AT4G03280.2,,,,,
,,AT1G05230.3,,,,,
,,AT5G66790.1,,,,,
,,AT3G55950.1,,,,,
,,AT2G42220.1,,,,,
,,AT4G19530.1,,,,,
,,AT2G37440.1,,,,,
,,AT1G43790.1,,,,,
,,AT1G65845.1,,,,,
,,AT1G28130.1,,,,,
,,AT3G23730.1,,,,,
,,AT5G51110.2,,,,,
,,AT1G73885.1,,,,,
,,AT1G13260.1,,,,,
,,AT1G10120.1,,,,,
,,AT4G33740.1,,,,,
,,AT4G21850.2,,,,,
,,AT4G33740.2,,,,,
,,AT2G39410.2,,,,,
,,AT4G10060.1,,,,,
,,AT3G30350.1,,,,,
,,AT5G07190.1,,,,,
,,AT3G30350.2,,,,,
,,AT1G05230.1,,,,,
,,AT3G20935.1,,,,,
,,AT4G37940.1,,,,,
,,AT5G02180.1,,,,,
,,AT4G01930.1,,,,,
,,AT5G51110.1,,,,,
,,AT1G80325.1,,,,,
,,AT2G46220.1,,,,,
,,AT3G09910.2,,,,,
,,AT3G09910.3,,,,,
,,AT3G09910.1,,,,,
,,AT3G02910.1,,,,,
,,AT5G60100.2,,,,,
,,AT4G15233.2,,,,,
,,AT5G20050.1,,,,,
,,AT5G40890.1,,,,,
,,AT5G60100.1,,,,,
,,AT5G19740.1,,,,,
,,ATCG00690.1,,,,,
,,AT1G34670.1,,,,,
,,AT2G36490.1,,,,,
,,AT5G12940.1,,,,,
,,AT3G11550.1,,,,,
,,AT4G02090.1,,,,,
,,AT4G39640.1,,,,,
,,AT1G14290.1,,,,,
,,AT2G40260.1,,,,,
,,AT2G47270.1,,,,,
,,AT5G60100.3,,,,,
,,AT4G17220.1,,,,,
,,ATCG00430.1,,,,,
,,AT3G16180.1,,,,,
,,AT1G08115.1,,,,,
,,AT3G56410.2,,,,,
,,AT5G28770.3,,,,,
,,AT5G28770.2,,,,,
,,AT1G09540.1,,,,,
,,AT5G24580.1,,,,,
,,AT5G40890.2,,,,,
,,AT3G18170.1,,,,,
,,AT4G21850.1,,,,,
,,AT5G24230.1,,,,,
,,AT5G62130.1,,,,,
,,AT5G24580.2,,,,,
,,AT5G24580.3,,,,,
,,AT5G24105.1,,,,,
,,AT3G21260.1,,,,,
,,AT1G61050.1,,,,,
,,AT2G28720.1,,,,,
,,AT5G09980.1,,,,,
,,AT1G20190.1,,,,,
,,AT3G10520.1,,,,,
,,AT5G45440.1,,,,,
,,AT3G56410.1,,,,,
,,AT1G29025.1,,,,,
,,AT5G28770.1,,,,,
,,AT1G45474.1,,,,,
,,AT2G41190.1,,,,,
,,AT1G56010.2,,,,,
,,ATMG00120.1,,,,,
,,AT3G21260.2,,,,,
,,AT1G05230.4,,,,,
,,AT1G27660.1,,,,,
,,ATMG00285.1,,,,,
,,AT5G07190.2,,,,,
,,AT4G05590.1,,,,,
,,AT4G22235.2,,,,,
,,AT2G03810.1,,,,,
,,AT4G22235.1,,,,,
,,AT5G49900.1,,,,,
,,AT1G70850.3,,,,,
,,AT1G69252.2,,,,,
,,AT3G43960.1,,,,,
,,AT4G39640.2,,,,,
,,AT2G21840.1,,,,,
,,AT3G47210.1,,,,,
,,AT3G13770.1,,,,,
,,AT1G05230.2,,,,,
,,AT4G01680.3,,,,,
,,AT2G06850.1,,,,,
,,AT3G20083.1,,,,,
,,AT2G44740.1,,,,,
,,AT3G01290.1,,,,,
,,AT1G68440.1,,,,,
,,AT1G80180.1,,,,,
,,AT2G26530.1,,,,,
,,AT1G69526.3,,,,,
,,AT4G01680.2,,,,,
,,AT1G61740.1,,,,,
,,AT4G01680.1,,,,,
,,AT3G19030.1,,,,,
,,AT1G47480.1,,,,,
,,AT3G56290.1,,,,,
,,AT2G02080.1,,,,,
,,AT2G02080.2,,,,,
,,AT5G48412.1,,,,,
,,AT2G01520.1,,,,,
,,AT5G22940.1,,,,,
,,AT2G15620.1,,,,,
,,AT4G04955.1,,,,,
,,AT5G67310.1,,,,,
,,AT4G20040.1,,,,,
,,AT2G26530.2,,,,,
,,AT1G45474.2,,,,,
,,AT2G37440.2,,,,,
,,AT5G16030.1,,,,,
,,AT2G03810.3,,,,,
,,AT5G52250.1,,,,,
,,AT2G03810.4,,,,,
,,AT3G49760.1,,,,,
,,ATMG00310.1,,,,,
,,ATMG00320.1,,,,,
,,ATMG00330.1,,,,,
,,ATMG00410.1,,,,,
,,ATMG00300.1,,,,,
,,ATMG00470.1,,,,,
,,ATMG00340.1,,,,,
,,AT1G21910.1,,,,,
,,ATMG00350.1,,,,,
,,ATMG00360.1,,,,,
,,ATMG00420.1,,,,,
,,ATMG00430.1,,,,,
,,ATMG00460.1,,,,,
,,ATMG00370.1,,,,,
,,ATMG00440.1,,,,,
,,ATMG00390.1,,,,,
,,ATMG00400.1,,,,,
,,AT4G08930.1,,,,,
,,AT5G54090.1,,,,,
